Startup Name,Industry,Country,Funding Stage,Amount Raised (USD),Funding Date,Number of Employees,Year
Powers PLC,Gaming,UK,Series A,4916628.0,2025-12-28,353,2025
"Reyes, Johnson and Mason",E-commerce,Canada,Series C,58689180.0,2022-10-22,50,2022
"Rivera, Gonzalez and Bryant",Education,UK,Series A,4453702.0,2016-05-04,315,2016
Flowers-Ward,E-commerce,Canada,IPO,872320890.0,2018-12-20,406,2018
Watkins Inc,Health,Canada,Series A,6788301.0,2021-04-23,322,2021
"Lewis, Kennedy and Perry",SaaS,India,Series A,4476619.0,2025-06-17,319,2025
Garcia LLC,Education,Australia,IPO,308386343.0,2023-09-07,113,2023
Peters-Medina,Gaming,Australia,Series A,1405273.0,2016-10-04,16,2016
"Jordan, Mills and Williams",E-commerce,Netherlands,Seed,461671.0,2018-11-02,417,2018
Garcia-Allen,Finance,Netherlands,Series B,27509140.0,2020-02-16,212,2020
Reynolds LLC,Gaming,Canada,Series C,131328394.0,2025-11-29,438,2025
"Diaz, Nash and Barnes",Tech,Australia,Seed,53472.0,2020-09-09,294,2020
Mendoza-Pierce,SaaS,Australia,Series C,158254537.0,2016-03-04,396,2016
"Hatfield, Patterson and Morrison",Gaming,Canada,Series C,161852375.0,2019-02-26,359,2019
Waters-Dixon,Education,Australia,Series A,5384170.0,2018-06-09,359,2018
Parsons-Holt,Tech,Germany,Series B,18264926.0,2020-06-10,96,2020
"Moore, French and Johnson",Health,Australia,Series A,7293198.0,2021-03-31,307,2021
Wang and Sons,E-commerce,USA,Series A,7800939.0,2018-07-07,399,2018
"Bailey, Beck and Johnson",E-commerce,India,IPO,844904264.0,2025-11-07,12,2025
"Mcgrath, Rosales and Johnson",Finance,Canada,Series C,85188662.0,2019-09-14,121,2019
"Watts, Miller and Sullivan",Education,Canada,Series A,1965847.0,2018-05-23,44,2018
Lane-Watson,Tech,Germany,IPO,338049948.0,2019-09-14,325,2019
"Allen, Schaefer and Lee",Health,UK,Series C,147242577.0,2024-02-08,110,2024
Meyers Group,Education,France,IPO,406138719.0,2017-07-01,409,2017
"Rocha, Miller and Taylor",Gaming,Canada,Series A,8760385.0,2017-10-02,273,2017
Allen-Parks,AI,France,Series C,178482341.0,2025-06-24,396,2025
Brock PLC,Gaming,UK,Series A,5480507.0,2025-02-23,291,2025
Ferguson-Gilbert,Finance,France,Seed,110223.0,2021-02-21,249,2021
Dalton-Alexander,Education,Netherlands,Seed,220673.0,2019-02-07,74,2019
Reid-Garcia,Gaming,USA,Seed,470725.0,2021-01-13,472,2021
Walker Inc,AI,Netherlands,IPO,387703981.0,2017-08-18,340,2017
Cohen Inc,Finance,Australia,IPO,995377297.0,2018-06-03,392,2018
Lara Inc,Tech,France,IPO,709751665.0,2025-08-27,262,2025
Gardner-Williams,Tech,Germany,Seed,445872.0,2023-02-13,342,2023
Moore-Bowen,Tech,Germany,Seed,122710.0,2016-02-16,147,2016
Morrison PLC,Health,Australia,Series A,4739877.0,2019-04-21,48,2019
Nichols-Reynolds,AI,India,IPO,580871568.0,2023-05-21,482,2023
Harrell PLC,E-commerce,UK,Seed,77008.0,2022-06-22,316,2022
"Davila, Martinez and Peters",Finance,India,Seed,125676.0,2019-09-16,58,2019
"Phillips, Kirby and Floyd",Finance,Netherlands,Series B,14864269.0,2020-05-11,365,2020
Carlson-Johnson,Education,USA,Series A,8221999.0,2016-01-30,287,2016
"Lane, Davis and Hall",E-commerce,France,Series B,45260957.0,2016-09-27,285,2016
"Stewart, Johnson and Jones",E-commerce,Canada,IPO,802862916.0,2018-04-17,56,2018
Jackson-Carroll,AI,India,Series A,5345963.0,2024-08-17,42,2024
Jones-Rodriguez,Education,India,Series C,147712543.0,2016-05-27,14,2016
"Graham, Mcpherson and Yu",SaaS,Netherlands,IPO,900098218.0,2016-03-02,306,2016
Grant-Mckinney,AI,UK,Seed,118157.0,2019-04-27,259,2019
Crawford PLC,AI,USA,IPO,908292086.0,2018-02-10,135,2018
"Trevino, Yu and Roberts",Health,India,Series C,139862992.0,2024-05-06,341,2024
"Dennis, Anderson and Lynch",E-commerce,France,IPO,657682844.0,2018-07-29,496,2018
Jefferson-Smith,E-commerce,Germany,Series A,5831813.0,2017-05-09,466,2017
"Hunt, Bradley and Gonzalez",Tech,Canada,IPO,955201538.0,2022-09-14,473,2022
Harris and Sons,Tech,India,Series C,154413009.0,2024-03-06,239,2024
"Sanders, Sanchez and Weber",Education,France,Series C,63565809.0,2020-04-25,388,2020
"Willis, Yates and Ross",Tech,India,Series B,26220112.0,2019-08-26,96,2019
"Campbell, Caldwell and Raymond",Gaming,USA,Seed,312286.0,2019-12-18,168,2019
Silva Ltd,AI,India,Series C,142059030.0,2025-12-16,191,2025
Chan and Sons,E-commerce,UK,Seed,330108.0,2017-10-28,490,2017
"Bates, Anderson and Mckinney",Gaming,UK,IPO,279443386.0,2024-11-29,262,2024
Nichols-Smith,Gaming,USA,Seed,258201.0,2024-08-11,74,2024
Kelly-Curry,E-commerce,Canada,Seed,313228.0,2025-06-12,138,2025
Morris Group,Tech,UK,IPO,395028177.0,2022-01-04,328,2022
Wu-Collins,SaaS,Canada,Series A,6664557.0,2023-09-05,232,2023
"Boyd, Williams and Morales",E-commerce,Germany,IPO,929216017.0,2020-08-02,462,2020
"Baird, Phillips and Thompson",SaaS,USA,Series C,167451991.0,2023-08-02,249,2023
"Silva, Morales and Mendoza",SaaS,Germany,Seed,190281.0,2016-01-13,403,2016
"Watts, Johnson and Kelley",SaaS,Netherlands,Seed,264487.0,2024-10-11,398,2024
Peters Ltd,Health,Canada,Series C,58528890.0,2021-10-25,158,2021
"Bradford, Cuevas and Roberts",Education,Australia,Series C,135416339.0,2024-04-19,496,2024
"May, Johnson and Wells",Health,UK,IPO,230498685.0,2018-05-09,34,2018
Carlson-Romero,Education,Canada,IPO,433060465.0,2021-06-02,227,2021
"Hubbard, Ruiz and Webb",AI,Netherlands,IPO,608561619.0,2023-01-17,499,2023
"Rivera, Walters and Mitchell",Health,France,IPO,734703214.0,2021-07-27,318,2021
"Norton, Kelly and Diaz",Gaming,India,Series C,145782158.0,2021-05-26,10,2021
"Martin, Peterson and Kennedy",Education,Germany,Series B,28002835.0,2025-07-08,146,2025
Clayton-Pineda,Gaming,Australia,Seed,67071.0,2023-09-02,412,2023
"Barnett, Williams and Williams",AI,UK,Seed,372053.0,2023-11-08,441,2023
Anderson-Oliver,Education,Australia,Series A,4726926.0,2021-09-18,219,2021
"Holmes, Washington and Gonzales",AI,Netherlands,IPO,361586657.0,2016-07-29,114,2016
Allen LLC,Finance,UK,Series B,11631560.0,2024-11-02,263,2024
Harris-Bates,Gaming,Canada,IPO,875845028.0,2021-01-22,264,2021
Hart Ltd,Education,Germany,Series C,187581389.0,2023-06-25,7,2023
"Allison, Williamson and Benson",Health,USA,Series A,1933789.0,2023-01-24,428,2023
"Fischer, Lawson and Le",Health,Canada,Series C,112694424.0,2018-10-24,260,2018
"Baker, Montes and Holmes",AI,USA,Series B,15898104.0,2018-02-13,347,2018
"Webb, Travis and Smith",Tech,Australia,Series C,122470645.0,2024-06-20,476,2024
"Schwartz, Carter and Matthews",SaaS,Australia,IPO,549709657.0,2020-07-19,323,2020
"Gonzalez, Howard and Perez",Gaming,France,Series C,158159781.0,2025-12-09,123,2025
"Johnson, Sherman and Chase",Health,Canada,Series B,25075728.0,2019-02-08,321,2019
Vaughn LLC,AI,Australia,Seed,173453.0,2025-04-08,170,2025
"Hendrix, Lee and Torres",SaaS,UK,Seed,391345.0,2022-03-29,414,2022
Stein Ltd,Education,France,IPO,832783178.0,2024-07-20,488,2024
Villarreal LLC,Tech,USA,Series C,92366592.0,2022-10-21,464,2022
"Mccall, Daniels and Dixon",AI,Netherlands,IPO,268528747.0,2020-11-04,451,2020
Stevens PLC,Tech,USA,Series B,14419576.0,2024-05-01,195,2024
Maynard LLC,Finance,India,Series C,134075124.0,2018-12-30,409,2018
"Gordon, Hamilton and Maldonado",Finance,Netherlands,Series A,1945513.0,2019-07-07,140,2019
"Lopez, Davis and Greer",SaaS,Australia,Seed,56769.0,2025-05-01,155,2025
Sutton-Chambers,E-commerce,France,Series C,190688251.0,2020-05-28,425,2020
"Lane, Wilson and Parrish",AI,Germany,Series B,12938344.0,2018-03-18,344,2018
Potts-Jones,Education,Australia,Series A,6607273.0,2023-10-07,172,2023
Alexander-Adkins,Tech,France,Series B,23942817.0,2020-05-06,433,2020
Nicholson PLC,Tech,Australia,Series A,1217597.0,2020-02-10,499,2020
Harrison and Sons,Finance,Netherlands,Series B,41186660.0,2020-10-17,381,2020
Green-Lopez,Education,France,IPO,967415004.0,2024-10-15,190,2024
"Collier, Randolph and Sellers",Tech,Germany,IPO,256702032.0,2022-08-21,238,2022
"Walker, Golden and Patel",SaaS,USA,IPO,489509929.0,2025-08-30,170,2025
Garcia-Benton,E-commerce,France,Series C,73298684.0,2016-12-01,393,2016
"Smith, Holmes and Wheeler",E-commerce,France,Series B,38731511.0,2020-04-07,121,2020
Vaughn-Jensen,Health,Australia,IPO,597032965.0,2021-09-23,338,2021
Young-Dean,AI,France,IPO,216762108.0,2017-12-15,191,2017
"Gray, Vargas and Mitchell",SaaS,Germany,Series B,28142667.0,2017-01-02,176,2017
Pineda Inc,Tech,Germany,IPO,381288972.0,2024-07-10,208,2024
Lambert PLC,Gaming,UK,Series A,3406967.0,2021-03-02,219,2021
Mcdowell-Berg,Education,UK,Seed,376404.0,2019-11-28,26,2019
"Miller, Johnson and Dudley",AI,UK,Series C,127056221.0,2017-09-14,381,2017
Ibarra and Sons,SaaS,Netherlands,Series B,35674806.0,2016-02-04,279,2016
Dodson-Flores,SaaS,USA,Series B,47429116.0,2022-10-02,281,2022
Huff-Lynch,Tech,USA,Series A,3284362.0,2021-04-11,30,2021
"Bowman, Wilkinson and Reynolds",AI,Netherlands,IPO,991173260.0,2025-08-17,35,2025
Livingston-Brandt,Gaming,India,IPO,910265346.0,2021-10-19,217,2021
"Dennis, Aguilar and Conley",Tech,Netherlands,Series A,2954693.0,2024-05-20,95,2024
Snow-Griffin,Health,USA,Series B,37660270.0,2025-12-13,487,2025
Conway-Gallagher,Gaming,France,Series B,18584706.0,2018-06-15,276,2018
"Phillips, Rogers and Harrell",SaaS,Australia,Series C,187307011.0,2019-06-03,397,2019
"Morales, Powell and Wilcox",Health,India,Seed,56263.0,2024-02-12,477,2024
Castillo-Morris,Tech,India,Series B,36655925.0,2019-08-23,285,2019
Collins-Chung,Finance,UK,Seed,463444.0,2020-06-22,464,2020
Lee Inc,Tech,India,Series C,53569041.0,2020-08-16,97,2020
"Peterson, Murphy and Davis",SaaS,Germany,Seed,313473.0,2021-05-30,346,2021
"Rios, Ellis and Warner",Health,Netherlands,Series A,6454232.0,2019-06-30,27,2019
"Lopez, Jackson and Mitchell",Gaming,UK,Series C,193123968.0,2016-11-06,59,2016
Fields Inc,Finance,Netherlands,IPO,436779631.0,2022-06-21,112,2022
"Phillips, Ferrell and Short",E-commerce,Canada,IPO,235095462.0,2019-01-06,494,2019
Banks and Sons,AI,India,Series C,197457932.0,2019-08-26,51,2019
"Morris, Henry and Wood",E-commerce,France,Series A,4003295.0,2023-01-26,363,2023
Thomas-Huang,E-commerce,Netherlands,Series A,5398539.0,2019-03-16,284,2019
Hill Inc,Health,Canada,Series B,22531599.0,2019-06-20,27,2019
"Hernandez, Martin and Ferguson",E-commerce,Australia,Series A,3154271.0,2021-11-09,100,2021
"Smith, Smith and Davis",Education,Netherlands,Series A,7697857.0,2023-03-02,123,2023
"Patel, Ross and Ramirez",AI,India,Series C,184118520.0,2024-03-13,241,2024
"Jones, Turner and Pearson",SaaS,Canada,Seed,206781.0,2017-06-15,70,2017
"Bryan, Wilson and Bowman",Tech,USA,Series C,90493235.0,2019-01-25,360,2019
Jones PLC,AI,Australia,Series A,9945198.0,2018-03-26,379,2018
Clark-Valdez,AI,Canada,Series A,2610956.0,2019-01-29,327,2019
"Serrano, Taylor and Bell",AI,UK,Seed,295068.0,2017-01-29,358,2017
Lambert Group,Tech,Netherlands,Seed,232423.0,2020-05-27,96,2020
Allen-Jennings,AI,USA,IPO,779003876.0,2020-06-26,225,2020
Patel-Stewart,AI,Netherlands,Series C,135057219.0,2016-01-14,227,2016
"Yates, Ramirez and Bennett",Tech,Canada,Series A,9014590.0,2018-12-31,273,2018
Farmer Group,Tech,Netherlands,Series B,40296241.0,2023-01-29,424,2023
"Wilson, Smith and Robinson",Health,USA,IPO,242245367.0,2022-12-29,450,2022
Pruitt PLC,Education,UK,Series B,44526142.0,2023-05-30,139,2023
"Perez, Burnett and Wilson",E-commerce,Australia,IPO,593253722.0,2023-05-14,61,2023
Bowen Inc,Gaming,France,Series C,189842946.0,2024-09-06,159,2024
Hernandez PLC,Education,UK,Series C,173069510.0,2017-06-11,422,2017
Powell-Richardson,Health,India,Series A,8224296.0,2018-09-21,66,2018
Price-Harrison,Education,Australia,Series C,50213310.0,2025-06-07,166,2025
Baker Inc,Finance,India,Series C,181966385.0,2021-05-21,72,2021
Short-Becker,Tech,UK,Series A,6145370.0,2017-07-26,85,2017
Mclean-Lopez,AI,USA,Series A,1715263.0,2016-04-09,429,2016
Phillips-Morgan,E-commerce,Netherlands,Series C,102559586.0,2021-12-08,110,2021
Alvarez Ltd,SaaS,France,Series B,39997457.0,2020-03-05,53,2020
"Rodriguez, Stone and Vincent",E-commerce,USA,Series B,41176324.0,2025-06-18,116,2025
Reyes-West,AI,UK,Series C,85870956.0,2025-09-21,89,2025
Finley-Wilcox,E-commerce,Netherlands,Series C,191595311.0,2016-11-02,461,2016
"Martin, Roberts and Williams",Finance,Canada,Series C,131842419.0,2024-07-27,331,2024
"Young, Sharp and Thompson",Gaming,USA,IPO,421242446.0,2024-07-23,393,2024
Tanner Group,Health,Australia,Series A,8458175.0,2019-04-16,32,2019
Montes LLC,Health,Canada,Series B,22055337.0,2022-10-10,197,2022
Miller-Pugh,Education,Canada,IPO,669206297.0,2019-04-28,295,2019
Cuevas-Miller,SaaS,USA,Series C,114707201.0,2017-06-06,479,2017
Nixon-Hernandez,Health,Germany,IPO,359097961.0,2023-05-03,264,2023
Howard-Reese,Gaming,Australia,Series A,6446774.0,2024-09-29,226,2024
Haley Ltd,SaaS,France,Series C,72508142.0,2022-06-05,128,2022
Keller and Sons,SaaS,Netherlands,Series C,189836857.0,2023-12-02,462,2023
Colon-Harrington,Finance,Germany,Series A,2320829.0,2023-09-17,295,2023
Lee-Lynch,Tech,Netherlands,IPO,659671946.0,2021-11-05,19,2021
"Holloway, Scott and Scott",Health,UK,Series B,42076626.0,2019-08-19,456,2019
Bryant-Harmon,Education,Canada,Series C,173580703.0,2018-11-19,209,2018
"Buckley, Smith and Farrell",SaaS,USA,Series A,2532835.0,2022-03-31,132,2022
Farrell Group,Health,USA,Seed,134855.0,2018-02-03,308,2018
"Lang, Petersen and Fernandez",E-commerce,France,IPO,415365516.0,2020-12-08,268,2020
Rodriguez-Davis,AI,UK,IPO,403917324.0,2023-04-09,307,2023
"Williams, Adams and Sanchez",SaaS,Netherlands,Seed,100825.0,2018-07-22,457,2018
Ryan-Foster,Tech,Canada,Series C,127941998.0,2024-08-05,143,2024
"Medina, Ellis and Williamson",Tech,Netherlands,Series A,7266461.0,2016-03-05,197,2016
"Patterson, Martinez and Moody",Health,USA,IPO,448400517.0,2022-01-02,415,2022
"Pennington, Bennett and Drake",Health,UK,Series A,4594471.0,2020-10-17,483,2020
Garcia-Woods,AI,France,Series B,17403380.0,2018-01-24,351,2018
"Burns, Compton and Cooley",E-commerce,Australia,IPO,924573371.0,2025-08-28,384,2025
Robinson-Hart,Finance,Netherlands,Series B,18378923.0,2020-03-11,466,2020
Mitchell Inc,Health,Canada,Series B,36261669.0,2023-10-23,178,2023
Nielsen-Wilcox,Finance,UK,Series C,53331309.0,2024-06-15,202,2024
"Huynh, Berger and Jensen",Education,Canada,IPO,786546492.0,2025-06-20,37,2025
Norris Group,Tech,Australia,Series C,127697935.0,2016-02-13,68,2016
Kim-Anderson,E-commerce,Canada,Seed,415482.0,2025-08-16,485,2025
Harris-Jones,SaaS,UK,Seed,404654.0,2016-11-01,459,2016
Petty-Smith,Tech,Canada,Seed,328126.0,2019-02-12,220,2019
"Rodriguez, Reid and Richardson",Finance,Australia,Series B,33101390.0,2017-08-06,280,2017
Rivas Ltd,Education,India,Series A,5569405.0,2023-06-14,473,2023
"Morris, Hutchinson and Campbell",E-commerce,France,Series B,17340264.0,2017-05-08,10,2017
Sanchez Group,Education,Netherlands,Series A,7381276.0,2022-11-22,452,2022
"Cox, Callahan and Snyder",Gaming,USA,Series B,18442241.0,2024-02-15,257,2024
"Graham, Williams and Salazar",Health,Netherlands,Series B,27698782.0,2023-08-23,141,2023
Padilla-Washington,E-commerce,India,Seed,166081.0,2017-11-20,256,2017
"Brennan, Griffin and Mills",Education,Canada,Series A,1532342.0,2016-07-29,18,2016
"Vega, Reyes and Davis",Education,USA,Series C,170816977.0,2024-09-14,178,2024
Baker-Miller,Finance,Canada,IPO,970717874.0,2018-02-19,392,2018
"Lynch, Bean and Meyers",SaaS,UK,Seed,388390.0,2023-06-07,430,2023
"Smith, Marquez and Cooper",Finance,UK,Seed,56632.0,2018-11-07,369,2018
Lopez PLC,Gaming,USA,Seed,185388.0,2022-11-25,99,2022
Browning Group,Education,France,Series C,107246755.0,2023-11-12,171,2023
"Brown, Wilson and Briggs",Finance,Netherlands,Seed,126964.0,2023-02-04,221,2023
Mitchell-Hunter,AI,USA,Series B,13488274.0,2021-11-03,448,2021
Martinez-Hancock,Health,France,Series A,7169917.0,2022-12-31,377,2022
"Tyler, Byrd and Carlson",Education,Germany,Series B,46677215.0,2024-08-28,148,2024
Thompson-Williams,AI,USA,IPO,750911102.0,2020-02-22,213,2020
Garza Inc,Health,Canada,Series B,43030488.0,2017-04-11,315,2017
"Thompson, Hudson and Aguilar",Education,Germany,IPO,641962972.0,2023-06-02,430,2023
Morales-Valdez,Finance,Germany,Series C,129012529.0,2021-09-13,354,2021
"Escobar, Bryant and Williams",Tech,UK,Seed,350362.0,2019-04-13,469,2019
Rodriguez-Mitchell,Finance,UK,Series B,44313066.0,2020-02-29,379,2020
Williams-Lopez,AI,USA,Seed,463076.0,2021-12-17,440,2021
"Hughes, Miller and Clay",AI,Australia,Series B,17162981.0,2024-08-23,491,2024
Jennings LLC,SaaS,USA,Series A,3491477.0,2018-07-26,212,2018
Crawford-Dickson,Tech,Canada,IPO,767682556.0,2023-08-12,331,2023
"Martin, Mccoy and Benitez",Gaming,USA,Seed,283281.0,2017-04-09,339,2017
"Benson, Roberts and Fleming",Health,France,IPO,303382749.0,2017-11-03,53,2017
Young Group,E-commerce,India,Series A,2190045.0,2018-11-11,96,2018
Riley PLC,Education,UK,Series A,7780645.0,2023-01-14,498,2023
Evans Group,Gaming,Australia,Series B,22350237.0,2018-07-17,252,2018
"Palmer, Williams and Figueroa",AI,UK,Series C,59463775.0,2025-04-29,289,2025
"Hicks, Brown and Bell",Finance,Canada,Series C,128051523.0,2017-07-27,475,2017
Morris-Travis,Finance,Canada,Series C,71486450.0,2017-09-12,363,2017
"Johnson, Lawson and Goodwin",Health,France,IPO,362063712.0,2024-09-22,468,2024
"Baker, Allen and Henderson",Health,India,Series C,146663475.0,2023-10-22,247,2023
"Mccoy, Andrade and Barajas",Finance,UK,IPO,279625395.0,2016-11-08,179,2016
Rivera-Cobb,Education,UK,Series B,24616453.0,2023-11-07,386,2023
Serrano-Bowman,Finance,UK,Seed,256474.0,2022-09-03,187,2022
Rojas PLC,Gaming,USA,Seed,63841.0,2018-09-07,361,2018
"Saunders, Holden and Walker",Finance,Australia,Seed,144217.0,2019-09-20,158,2019
Hess Group,AI,Germany,IPO,603348978.0,2025-04-25,160,2025
Fernandez PLC,Finance,Germany,Series B,20905538.0,2023-03-14,77,2023
Anderson and Sons,AI,India,Series A,3075790.0,2017-06-12,317,2017
"Byrd, Torres and Mcbride",SaaS,USA,Series A,4716972.0,2022-10-24,394,2022
Vasquez LLC,Finance,France,Seed,401965.0,2019-03-21,210,2019
Reynolds-Wilson,Tech,India,Seed,171646.0,2017-08-18,248,2017
Cook LLC,SaaS,Canada,Seed,472426.0,2025-12-20,204,2025
"Castillo, Adams and Barr",AI,Canada,IPO,355265117.0,2023-10-22,280,2023
Tucker Group,Education,Australia,Series A,7747762.0,2018-11-30,337,2018
Martinez Group,Gaming,Netherlands,Series C,127662066.0,2025-10-08,361,2025
"Daniel, Keller and Mcdonald",E-commerce,Canada,Series A,5191737.0,2017-03-10,25,2017
Jones LLC,Education,Canada,Series C,188170828.0,2017-12-19,443,2017
Kelley-Smith,SaaS,USA,Series C,173476247.0,2025-05-11,486,2025
Munoz and Sons,E-commerce,France,Series C,62302647.0,2024-08-18,153,2024
Martinez LLC,Gaming,India,Seed,343057.0,2019-02-10,90,2019
Barnes Ltd,Education,France,Series A,9277082.0,2025-11-22,270,2025
Gamble-Landry,Tech,France,IPO,916433810.0,2019-02-06,47,2019
"Bartlett, Harris and Taylor",Education,USA,Series A,2833994.0,2022-02-17,102,2022
Zhang Ltd,Gaming,Australia,Seed,55399.0,2022-06-20,472,2022
Robles and Sons,Education,Germany,Series C,171152703.0,2024-12-01,97,2024
Casey and Sons,SaaS,Australia,Series C,69334443.0,2022-07-12,109,2022
"Benton, Martinez and Morse",Gaming,Australia,Series B,23241081.0,2025-10-29,252,2025
Miller-Morris,Tech,Netherlands,Series B,19377043.0,2024-06-18,266,2024
Spencer Inc,Finance,Australia,Series A,5697791.0,2023-04-09,358,2023
"Johnson, Cross and Livingston",Gaming,India,Series C,194231325.0,2018-06-21,23,2018
Hooper-Montes,E-commerce,USA,Seed,185916.0,2022-11-15,189,2022
Fields-Young,E-commerce,Germany,Seed,329208.0,2019-06-25,223,2019
"Chase, Wagner and Bush",Gaming,Canada,Series B,13755620.0,2019-01-22,439,2019
"Fields, Rodriguez and Farrell",Tech,UK,Series C,114079191.0,2016-02-20,202,2016
Gentry PLC,Tech,UK,Seed,366849.0,2021-02-16,382,2021
Madden-Evans,Tech,UK,Series A,9136975.0,2025-03-22,474,2025
Contreras-Franklin,Education,USA,Series A,5414268.0,2022-12-28,163,2022
Frost-Douglas,Tech,USA,Series B,44214541.0,2020-10-15,401,2020
Reid-Bartlett,Finance,Netherlands,Series A,9322472.0,2020-04-09,247,2020
Mcgee Inc,Tech,Australia,IPO,550154199.0,2018-11-21,311,2018
Thomas-Richards,Finance,Australia,IPO,904270447.0,2023-04-01,89,2023
Miller-Sanders,AI,India,Series B,39486783.0,2018-06-16,163,2018
Clayton-Garner,Gaming,UK,Seed,292641.0,2021-08-22,123,2021
"Gomez, Owens and Hunter",Education,India,Series C,176859311.0,2023-12-18,191,2023
Buchanan-Mckinney,SaaS,USA,IPO,431978610.0,2022-10-31,90,2022
Miranda-Wells,SaaS,France,Series C,163123952.0,2020-06-25,362,2020
"King, Ward and Peterson",Tech,Germany,Seed,300710.0,2019-07-31,239,2019
"Moyer, Bryant and Hicks",Education,Netherlands,Series B,30277970.0,2021-08-01,80,2021
Kelly and Sons,Health,Australia,Series B,35171145.0,2016-11-01,379,2016
Rogers-Daniels,AI,Germany,Series B,36614866.0,2016-06-30,125,2016
Nelson-Faulkner,Education,Australia,Series B,23981011.0,2024-09-05,40,2024
Blanchard Ltd,Gaming,UK,Series B,22016941.0,2022-10-20,256,2022
Patel Inc,Finance,Australia,IPO,283421751.0,2017-07-10,494,2017
"Becker, Washington and Casey",Health,UK,IPO,614688921.0,2017-02-22,41,2017
"Hurley, Franklin and Jackson",Gaming,Netherlands,Series A,5916620.0,2020-08-27,271,2020
"Phillips, Martinez and Turner",SaaS,Canada,Seed,363215.0,2024-04-29,375,2024
Brown-Williams,Education,Australia,Seed,458575.0,2016-09-08,219,2016
"Guerra, Carter and Turner",Finance,Canada,Series A,7799325.0,2023-01-14,95,2023
White Group,Gaming,France,Series B,32038765.0,2020-10-21,47,2020
Short and Sons,E-commerce,France,Series B,38167424.0,2017-06-03,446,2017
Williamson Ltd,Education,Germany,Series C,110221638.0,2021-02-26,206,2021
Taylor Inc,E-commerce,Australia,Series B,21734249.0,2025-09-10,215,2025
Alexander and Sons,Health,Australia,Series B,12707909.0,2025-05-14,348,2025
Hill-Johnson,Finance,Germany,Seed,450768.0,2017-01-23,464,2017
"Bell, Rodgers and Rose",Education,USA,Series A,7822700.0,2022-02-07,473,2022
"Jordan, Harding and Ramsey",Finance,UK,Series B,10055361.0,2025-09-23,113,2025
Barr LLC,Tech,France,IPO,791650908.0,2023-09-10,362,2023
Villarreal Inc,SaaS,Canada,Seed,483166.0,2020-03-16,291,2020
Davis-Porter,SaaS,Canada,Series A,3314434.0,2025-09-20,178,2025
Jensen-Anderson,Tech,Canada,IPO,917431802.0,2023-02-27,362,2023
Stark Group,Education,Netherlands,Series A,6453831.0,2021-02-11,193,2021
"Williamson, Santiago and Newton",E-commerce,Australia,Series B,19624481.0,2017-07-19,308,2017
"Foster, Smith and Brown",E-commerce,Canada,Series B,45370088.0,2017-12-20,24,2017
Horne-Montes,Education,USA,Series A,8151613.0,2018-05-20,270,2018
Washington-Hampton,Health,UK,Series A,9349436.0,2017-08-12,239,2017
Ramirez-Phillips,Tech,UK,Series A,8695567.0,2018-07-28,462,2018
Graves-Robinson,Finance,UK,Seed,453249.0,2025-01-06,370,2025
Burton LLC,Finance,France,Seed,233195.0,2019-11-06,423,2019
Miller PLC,AI,Canada,Series B,24290744.0,2017-11-08,36,2017
Clark-Hunt,Finance,Australia,Seed,458126.0,2018-06-25,385,2018
Anderson-Bailey,SaaS,India,Series A,3400905.0,2018-10-30,241,2018
Holloway PLC,Finance,France,IPO,809688616.0,2020-03-15,300,2020
Garcia-Palmer,AI,Canada,Series C,126925306.0,2023-02-26,413,2023
"West, Atkins and Johns",SaaS,France,Series B,12631380.0,2023-03-28,292,2023
"Spencer, Silva and Zimmerman",Health,UK,IPO,546573249.0,2024-05-16,14,2024
"Singh, Khan and Wallace",Education,India,Series A,5842123.0,2019-10-30,209,2019
Rodriguez-Garcia,Finance,France,Series B,46509579.0,2020-12-04,469,2020
"Dunn, Greene and Reed",AI,Canada,Series C,94894481.0,2016-04-02,486,2016
Petty-Robinson,Gaming,Netherlands,Series B,30326783.0,2019-07-18,143,2019
Reyes-Garrett,Education,Netherlands,Series A,3322213.0,2020-12-29,267,2020
"Cox, Santos and Vasquez",SaaS,Canada,Series B,12717696.0,2017-09-12,454,2017
"Luna, Higgins and Davidson",AI,Netherlands,Series C,182241269.0,2018-04-17,362,2018
"Brown, Miller and Walter",Tech,Netherlands,Series B,21230543.0,2017-08-16,479,2017
Valdez-Rogers,AI,India,Seed,233922.0,2016-12-29,469,2016
Scott-Berg,Gaming,Germany,IPO,516655091.0,2016-11-21,490,2016
Adams-Bolton,Finance,India,IPO,804833405.0,2017-02-12,427,2017
Jones-Carlson,AI,Germany,Seed,50413.0,2019-07-23,252,2019
Good Group,AI,France,IPO,463817301.0,2016-08-20,77,2016
Turner Ltd,Tech,France,Series A,4689499.0,2024-04-13,153,2024
Munoz Ltd,Gaming,Germany,Series A,4504488.0,2024-01-21,363,2024
Anderson Inc,Tech,USA,IPO,435681244.0,2022-07-06,258,2022
"Weber, Ochoa and Nunez",E-commerce,Canada,Series A,2352682.0,2020-03-19,155,2020
"Nelson, Aguirre and Castro",Gaming,India,Series A,4180618.0,2021-09-14,138,2021
Hawkins Group,AI,Australia,Series A,2357735.0,2025-02-23,464,2025
Clark PLC,AI,India,Seed,157454.0,2016-04-27,107,2016
"Hart, Carr and Stout",SaaS,Netherlands,Seed,251112.0,2018-10-29,461,2018
"Brooks, Gill and Bush",Tech,Canada,Series A,9615263.0,2023-10-13,180,2023
